"Rangaraya Medical College, KakinadaNTR University of Health Sciences, VijayWadaTypeGovernment InstituteManagementState AuthorityBeds1450Local DistinctionAU Local"
"Sushrut Hospital and Research Centre, Swastik Park, Chembur East, Maharashtra-400071National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Swami Kalyan Dev District Hospital, Laddhawala, Muzaffarnagar, Uttar Pradesh-251001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds175"
"The Medicity Hospital, Teen Pani, Bigbara, Rudrapur, Uttarakhand-263153National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds150"
"TX Hospitals, Uppal, Bharat Nagar, Hyderabad, Telangana-500039National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds101"
"UP Rural Instiute of Medical Sciences and Research, Etawah, Uttar Pradesh-206130National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds1078"
"United CIIGMA Institute of Medical Sciences, Aurangabad, Maharashtra-431005National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds175"
"Ushahkal Abhinav Institute of Medical Sciences, Dhamni Road, Sangli, Maharashtra-416416National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds356"
"Utkal Institute of Medical Sciences, Bhubaneswar, Odisha-751021National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds200"
"Vadamalayan Hospitals Pvt Ltd, Angu Nagar, Dindigul, Tamil Nadu-624004National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds178"
"Varun Trauma and Burn Centre Pvt Ltd, Aligarh, Uttar Pradesh-202001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Vedanta Medical Research Foundation (Balco Medical Centre), Sector 36, PO Uparwara, New Raipur, Chhattisgarh-493661National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds170"
"Vijay Super Speciality Hospital, Lachhirampur, Azamgarh, Uttar Pradesh-276001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds150"
"Vinayaka Hospital, Sulthan Bathery, Wayanad, Kerala-673592National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Vivekanand Hospital, Vidya Nagar, Signal Camp, Latur, Maharashtra-413512National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Wavikar Eye Institute, Majiwada, Thane West, Maharashtra-400601National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds28"
"Wockhardt Hospitals, The Umrao Institute of Medical Science and Research, Mira Road, Thane, Maharashtra-401107National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds350"
"Yatharth Wellness Super Specialty Hospital and Heart Center, Plot No 1, Gejha Road, Lotus Panache, Sector 110, Noida, Uttar Pradesh-201304National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds250"
"Zoi Hospitals, Dharam Karam Road, Ameerpet, Hyderabad, Telangana-500016National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Rainbow Children's Hospital, Health City, Visakhapatnam, Andhra Pradesh-530040National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds104"
"Government Institute of Medical Sciences, Kasna, Greater NoidaKing George's Medical University, LucknowTypeGovernment InstituteManagementState AuthorityBeds500"
"Government Medical College, BadaunM J P Rohilkhand UniversityTypeGovernment InstituteManagementState AuthorityBedsInfo Not Available"
"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad (Prev. Patliputra Medical College, Dhanbad)Binod Bihari Mahto Koyalanchal University, DhanbadTypeGovernment InstituteManagementState AuthorityBeds560"
"MRA Medical College, AmbedkarnagarDr. Ram Manohar Lohia Avadh University, FaizabadTypeGovernment InstituteManagementState AuthorityBeds490"
"Autonomous State Medical College, Rampur, Basti (Government Medical College, Rampur, Basti)King George's Medical University, LucknowTypeGovernment InstituteManagementState AuthorityBeds500"
"Shrimant Rajmata Vijayaraje Scindia Medical College and Hospital, ShivpuriMadhya Pradesh Medical Science University, JabalpurTypeGovernment InstituteManagementState AuthorityBeds520"
"Autonomous State Medical College, Firozabad (Government Medical College, Firozabad)King George's Medical University, LucknowTypeGovernment InstituteManagementState AuthorityBeds517"
"Government Medical College, ShahjhanpurKing George's Medical University, LucknowTypeGovernment InstituteManagementState AuthorityBeds460"
"Maharaja Suheldev Autonomous State Medical College, Bahraich (Government Medical College, Bahraich)King George's Medical University, LucknowTypeGovernment InstituteManagementState AuthorityBedsInfo Not Available"
"Birsa Munda Government Medical College, Shahdol, MPMadhya Pradesh Medical Science University, JabalpurTypeGovernment InstituteManagementState AuthorityBeds300"
"Maharshi Devraha Baba Autonomous State Medical College, DeoriaAtal Bihari Vajpayee Medical University, LucknowTypeGovernment InstituteManagementState AuthorityBeds340"
"Uma Nath Singh Autonomous State Medical College, JaunpurAtal Bihari Vajpayee Medical University, LucknowTypeGovernment InstituteManagementState AuthorityBeds394"
"NAMO Medical Education and Research Institute, Silvassa (Prev. Shri Vinoba Bhave Institute of Medical Sciences), (Government Medical College, Silvassa)Veer Narmad South Gujarat UniversityTypeGovernment InstituteManagementState AuthorityBeds650"
"Ankura Hospital for Women and Children, Madinaguda, Telangana-500050National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Rajarshi Dashrath Autonomous State Medical College, Faizabad, Ayodhya (Government Medical College, Faizabad)Atal Bihari Vajpayee Medical University, LucknowTypeGovernment InstituteManagementState AuthorityBeds300"
"Shri Balaji Institute of Medical Science, RaipurPt. Deendayal Upadhyay Memorial Health Sciences and Ayush University, RaipurTypePrivate Institute (State University)ManagementState AuthorityBeds466"
"Netaji Subhas Medical College & Hospital, Amhara, BihtaAryabhatta Knowledge University, PatnaTypePrivate Institute (State University)ManagementState AuthorityBeds790"
"Madhubani Medical College, MadhubaniAryabhatta Knowledge University, PatnaTypePrivate Institute (State University)ManagementState AuthorityBeds440"
"Dr Chandramma Dayananda Sagar Institute of Medical Education & Research, Harohalli, HubliDayananda Sagar University, BangaloreTypeState Private UniversityManagementState AuthorityBeds800"
"Government Medical College (Institute of Integrated Medical Sciences), Yakkara, PalakkadKerala University of Health Sciences, ThrissurTypeGovernment InstituteManagementState AuthorityBedsInfo Not Available"
"Shantabaa Medical College, AmreliSaurashtra UniversityTypePrivate Institute (State University)ManagementState AuthorityBeds430"
"Nootan Medical College and Research Centre, MehsanaSankalchand Patel UniversityTypeState Private UniversityManagementState AuthorityBeds842"
"Dr ND Desai Faculty of Medical Science and Research, NadiadDharmsinh Desai University, NadiadTypeState Private UniversityManagementState AuthorityBeds764"
"Arunai Medical College And Hospital, ThiruvannamalaiThe Tamilnadu Dr. MGR Medical University,ChennaiTypePrivate Institute (State University)ManagementState AuthorityBeds390"
"Prakash Institute of Medical Sciences & Research, SangliMaharashtra University of Health Sciences, NashikTypePrivate Institute (State University)ManagementState AuthorityBedsInfo Not Available"
"Postgraduate Institute of Medical Sciences (PGIMS), Navi MumbaiMaharashtra University of Health Sciences, NashikTypeGovernment InstituteManagementState AuthorityBeds580"
"Noida International Institute of Medical Sciences, Greater NoidaNoida International University, NoidaTypeState Private UniversityManagementState AuthorityBeds330"
"Dr BR Ambedkar State Institute of Medical Sciences, MohaliBaba Farid University of Health Sciences,FaridkotTypeGovernment InstituteManagementState AuthorityBeds360"
"Dr SS Tantia Medical College Hospital & Research Centre, Sri GanganagarTantia University, Sri GanganagarTypeState Private UniversityManagementState AuthorityBeds330"
"St Peter's Medical College, Hospital & Research Institute, HosurThe Tamilnadu Dr. MGR Medical University,ChennaiTypePrivate Institute (State University)ManagementState AuthorityBeds403"
"Swamy Vivekanandha Medical College Hospital and Research Institute, TiruchengodeThe Tamilnadu Dr. MGR Medical University,ChennaiTypePrivate Institute (State University)ManagementState AuthorityBedsInfo Not Available"
"Srinivasan Medical College and Hospital, Samayapuram, TrichyDhanalakshmi Srinivasan UniversityTypeState Private UniversityManagementState AuthorityBeds430"
"Andaman and Nicobar Islands Institute of Medical Sciences, Port BlairPondicherry UniversityTypeGovernment InstituteManagementState AuthorityBeds555"
"Soban Singh Jeena Government Institute of Medical Science & Research, AlmoraHNB Uttarakhand Medical Education UniversityTypeGovernment InstituteManagementState AuthorityBeds500"
"Diamond Harbour Government Medical College and Hospital, West BengalWest Bengal University of Health Sciences,KolkataTypeGovernment InstituteManagementState AuthorityBeds752"
"Government Medical College, EluruNTR University of Health Sciences, VijayWadaTypeGovernment InstituteManagementState AuthorityBeds500"
"Government Medical College, MachilipatnamNTR University of Health Sciences, VijayWadaTypeGovernment InstituteManagementState AuthorityBeds553"
"Government Medical College, NandyalNTR University of Health Sciences, VijayWadaTypeGovernment InstituteManagementState AuthorityBeds450"
"Government Medical College, RajamahendravaramNTR University of Health Sciences, VijayWadaTypeGovernment InstituteManagementState AuthorityBeds636"
"Government Medical College, VizianagaramNTR University of Health Sciences, VijayWadaTypeGovernment InstituteManagementState AuthorityBeds830"
"Tomo Riba Institute of Health & Medical Sciences, NaharlagunRajiv Gandhi University, Arunanchal PradeshTypeGovernment InstituteManagementCentral AuthorityBeds500"
"Lakhimpur Medical College, LakhimpurSrimanta Shankardeva University of Health Sciences, GuwahatiTypeGovernment InstituteManagementState AuthorityBeds530"
"Government Medical College, KorbaPt. Deendayal Upadhyay Memorial Health Sciences and Ayush University, RaipurTypeGovernment InstituteManagementState AuthorityBedsInfo Not Available"
"Indian Railway Post Graduate Institute of Medical Sciences and Research (Associated Northern Railway Central Hospital), New DelhiDelhi UniversityTypeGovernment InstituteManagementCentral AuthorityBedsInfo Not Available"
"GMERS Medical College, Dharpur PatanHemchandracharya North Gujarat University, PatanTypeState Society/PPP (State University)ManagementState AuthorityBeds674"
"GMERS Medical College, Hadiyol, HimmatnagarHemchandracharya North Gujarat University, PatanTypeState Society/PPP (State University)ManagementState AuthorityBedsInfo Not Available"
"GMERS Medical College, JunagadhSaurashtra UniversityTypeState Society/PPP (State University)ManagementState AuthorityBeds1181"
"GMERS Medical College, Vadnagar, MehsanaHemchandracharya North Gujarat University, PatanTypeState Society/PPP (State University)ManagementState AuthorityBeds680"
"GMERS Medical College, ValsadVeer Narmad South Gujarat UniversityTypeState Society/PPP (State University)ManagementState AuthorityBeds650"
"Dr Radhakrishnan Government Medical College, HamirpurHimachal Pradesh UniversityTypeGovernment InstituteManagementState AuthorityBeds630"
"Pt Jawahar Lal Nehru Government Medical College, ChambaHimachal Pradesh UniversityTypeGovernment InstituteManagementState AuthorityBeds380"
"Government Medical College, AnantnagKashmir UniversityTypeGovernment InstituteManagementState AuthorityBeds534"
"Government Medical College, BaramullaKashmir UniversityTypeGovernment InstituteManagementState AuthorityBedsInfo Not Available"
"Government Medical College, KathuaJammu UniversityTypeGovernment InstituteManagementState AuthorityBeds557"
"Government Medical College, RajouriJammu UniversityTypeGovernment InstituteManagementState AuthorityBeds335"
"Chikkaballapura Institute of Medical Sciences, ChikkaballapurRajiv Gandhi University of Health Sciences, KarnatakaTypeGovernment InstituteManagementState AuthorityBeds360"
"Chikkamagaluru Institute of Medical Sciences, ChikkamagaluruRajiv Gandhi University of Health Sciences, KarnatakaTypeGovernment InstituteManagementState AuthorityBeds1050"
"Haveri Institute of Medical Sciences, HaveriRajiv Gandhi University of Health Sciences, KarnatakaTypeGovernment InstituteManagementState AuthorityBeds550"
"Malabar Cancer Centre Post Graduate Institute of Oncology Sciences and Research, ThalasseryKerala University of Health Sciences, KannurTypeGovernment InstituteManagementState AuthorityBeds200"
"Government Medical College, Chhindwara, MPMadhya Pradesh Medical Science University, JabalpurTypeGovernment InstituteManagementState AuthorityBeds674"
"Government Medical College, SatnaMadhya Pradesh Medical Science University, JabalpurTypeGovernment InstituteManagementState AuthorityBedsInfo Not Available"
"Government Medical College, NandurbarMaharashtra University of Health Sciences, NashikTypeGovernment InstituteManagementState AuthorityBeds325"
"Zoram Medical College, MizoramMizoram UniversityTypeGovernment InstituteManagementCentral AuthorityBeds494"
"Government Medical College & Hospital (Fakir Mohan Medical College & Hospital), BalasoreFakir Mohan Univeristy, BalasoreTypeGovernment InstituteManagementState AuthorityBedsInfo Not Available"
"Government Medical College and Hospital, BalangirSambalpur UniversityTypeGovernment InstituteManagementState AuthorityBedsInfo Not Available"
"Pt Raghunath Murmu Medical College and Hospital, BaripadaNorth Odisha University, Baripada, OdishaTypeGovernment InstituteManagementState AuthorityBedsInfo Not Available"
"Employees State Insurance Corporation Medical College, AlwarRajasthan University of Health SciencesTypeGovernment InstituteManagementState AuthorityBedsInfo Not Available"
"Government Medical College, Pudukottai, Tamil NaduThe Tamilnadu Dr. MGR Medical University,ChennaiTypeGovernment InstituteManagementState AuthorityBeds1733"
"Government Medical College, ThiruvallurThe Tamilnadu Dr. MGR Medical University,ChennaiTypeGovernment InstituteManagementState AuthorityBedsInfo Not Available"
"Government Medical College, RamagundamKaloji Narayana Rao University of Health Sciences, WarangalTypeGovernment InstituteManagementState AuthorityBeds350"
"Autonomous State Medical College, SiddharthnagarAtal Bihari Vajpayee Medical University, LucknowTypeGovernment InstituteManagementState AuthorityBedsInfo Not Available"
"Autonomous State Medical College, FatehpurAtal Bihari Vajpayee Medical University, LucknowTypeGovernment InstituteManagementState AuthorityBedsInfo Not Available"
"Autonomous State Medical College, HardoiAtal Bihari Vajpayee Medical University, LucknowTypeGovernment InstituteManagementState AuthorityBeds332"
"Autonomous State Medical College, MirzapurAtal Bihari Vajpayee Medical University, LucknowTypeGovernment InstituteManagementState AuthorityBedsInfo Not Available"
"Ankura Hospitals for Women and Children, Siddhartha Nagar, Vijayawada, Andhra Pradesh-520010National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Uday Hospital, Autonagar, Guntur, Andhra Pradesh-522001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Akhand Jyoti Eye Hospital, Village and Post Mastichak, Via Pojhi Parsa, Dariapur, Saran, Bihar-841219National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds175"
"Amar Shaheed Jagdeo Prasad Sadar Hospital, Jehanabad, Bihar-804408National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Anugrah Narayan Magdh Medical College, Gaya, Bihar-823001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds500"
"Bhagwan Mahavir Institute of Medical Sciences, Pawapuri, Nalanda, Bihar-803115National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds500"
"Government Medical College, Purnea, Bihar-854301National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds500"
"Government Medical College, Bettiah, Bihar-845438National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds500"
"Jannyak Karpoori Thakur Medical College and Hospital, Madhepura, Bihar-852128National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds500"
"Jawaharlal Nehru Medical College and Hospital, Mayaganj Bhagalpur, Bihar-812001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds659"
"Om Sai Nirwana Netralaya Trust, Athkhambhawa, Sasaram, Bihar-821115National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Sadar Hospital, Nawada, Bihar-805110National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Sadar Hospital, Siwan, Bihar-841226National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Sadar Hospital, Hajipur, Vaishali, Bihar-844101National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Sadar Hospital, Khagaria, Bihar-851204National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Sadar Hospital, Lakhisarai, Bihar-811311National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Sadar Hospital, Katoria Road, Banka, Bihar-813102National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Sadar Hospital, Lok Nayak Jay Prakash Naryan Sadar Hospital, Bhagalpur, Ghantaghar Chowk, Bihar-812001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds100"
"Sadar Hospital, Muzaffarpur, Bihar-842001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Sadar Hospital, Madhubani, Bihar-847211National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Sadar Hospital, Sadar Hospital Chapra Near Daroga Rai Chowk Saran, Bihar-841301National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds150"
"Saroja Sitaram Sadar Hospital, Nagar Parishad, Sheohar, Bihar-843329National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Sadar Hospital, Araria, Bihar-854311National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"ARPA Medcity Hospital and Research Institute, Bilaspur, Chhattisgarh-495001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds102"
"OP Jindal Hospital and Research Center, Patrapali, Raigarh, Chhattisgarh-496001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Parihar Hospital, Kawardha, Chhattisgarh-491995National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Acharya Shree Bhikshu Government Hospital, Moti Nagar, Delhi-110015National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Babu Jagjivan Ram Memorial Hospital, Jahangir Puri, Delhi-110033National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Bhagwan Mahavir Hospital, Pitampura, Delhi-110034National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Bhagwati Hospital, (A Unit of Sarvodaya Health Foundation), Sector 13, Rohini, Delhi-110085National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"ESI Hospital, Basaidarapur, Delhi-110015National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds600"
"Mata Roop Rani Maggo Hospital and IVF Centre, Om Vihar, Uttam Nagar, Delhi-110059National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Rao Tula Ram Memorial Hospital, GNCTD Jaffarpur, Delhi-110043National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Shree Aggarsain International Hospital, Sector 22, Rohini, Delhi-110086National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds122"
"General Hospital, Siddhpur, Patan, Gujarat-384151National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"GMERS Medical College and General Hospital, Rajpipla, Narmada, Gujarat-393145 (Prev. General Hospital, Rajpipla)National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds350"
"GMERS Medical College, Panchmahal, Godhra, Gujarat-389120 (Prev. General Hospital, Godhra)National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds420"
"Rajkot Cancer Society, Tirupati Nagar, Rajkot, Gujarat-360007National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds150"
"Shalby Hospital, Rander Road, Surat, Gujarat-395009National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds200"
"Shree Narayan Eye Hospital, Tajpura, Halol, Panchmahal, Gujarat-389350National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds500"
"Bhagwan Das Hospital (A Unit of Bhagwan Das Khem Chand Memorial Educational Charitable Trust), Omaxe City, Sonipat, Haryana-131001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds105"
"Ishwar Eye Centre, Vijay Park Jhang Colony, Rohtak, Haryana-124001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds10"
"Khurana Eye Centre, Subhash Nagar, Rohtak, Haryana-124001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"NC Jindal Institute of Medical Care and Research, Model Town, Hisar, Haryana-125005National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds263"
"Positron Hospital, (A Unit of MK Super Specialtiy Hospital Pvt Ltd), Suncity, Rohtak, Haryana-124001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds150"
"Government Medical College, Handwara, Kupwara, Jammu and Kashmir-193221National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds300"
"Aster Hospital, Whitefield, Kadugodi, Bengaluru, Karnataka-560066National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds343"
"Bhanavi Hospital, Kuvempunagara, Mysuru, Karnataka-570023National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Cura Hospitals, Kalyan Nagar, Bangalore, Karnataka-560043National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"District Hospital and Epidemiological Diseases Hospital, Metagalli, Mysuru, Karnataka-570016National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"ESIC Hospital, Yeshwanthpur Industrial Suburb, Bengaluru, Karnataka-560022National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds150"
"Government District Hospital, Ajjarkadu, Udupi, Karnataka-576101National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds194"
"Hosmat Hospital, Kalyan Nagar, Bengaluru, Karnataka-560043National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Manipal Hospital, Hebbal, Bangalore, Karnataka-560024National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"RL Jalappa Hospital and Research Centre, Sri Devaraj Urs Academy of Higher Education and Research, Tamaka, Kolar, Karnataka-563103National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds1204"
"Vasavi Hospital, Kumaraswamy Layout, Bangalore, Karnataka-560078National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds153"
"Vijaya Ortho and Trauma Centre, Ayodhya Nagar, Belagavi, Karnataka-590001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Azezzia Institute of Medical Sciences and Research Centre, Meeyannoor (PO), Kollam, Kerala-691537National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Dr KM Cherian Institute of Medical Sciences, Kallissery (PO), Chengannur, Kerala-689124National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds330"
"Dr Sreekanth Eyecare and Research Centre, Kotooli Mavoor Road, Kerala-673016National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds10"
"I Vision Eye Hospital (A Unit of Jasm Eye Hospitals Pvt Ltd), Kanimangalam, Thrissur, Kerala-680027National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"KIMS Multispeciality Hospital India Pvt Ltd, Kottiyam (PO), Kollam, Kerala-691571National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Kinder Hospitals, Pathadipalam, Kalamasseri, Kochi, Ernakulam, Kerala-682033National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds125"
"Kinder Womens Hospital and Fertility Centre, Cherthala, Alleppy, Kerala-688539National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Mothercare and Health Centre Pvt Ltd, Vattambalam, Kumaramputhur, Mannarkkad, Palakkad, Kerala-678583National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds200"
"Vijaya Hospital, Pulamon (PO), Kottarakkara, Kollam, Kerala-691531National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds150"
"Apollo SAGE Hospital, Bawadia Lalan, Bhopal, Madhya Pradesh-462026National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds200"
"District Hospital, Shivpuri, Madhya Pradesh-473551National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Noble Multispeciality Hospital, Misrod, Bhopal, Madhya Pradesh-462026National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds110"
"Ankura Hospital for Women and Children, Aundh, Pune, Maharashtra-411007National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Asha Hospital, (A Unit of Asha Institute of Medical Sciences and Research Centre Pvt Ltd) Lekha Nagar, Kamptee, Maharashtra-441001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds160"
"Cardinal Gracias Memorial Hospital Trust, Bangli, Sandor, Vasai (West), Palghar, Maharashtra-401201National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds147"
"Criticare Asia Multispeciality Hospital and Research Centre, Kurla (West), Maharashtra-400070National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"HBP Prabhakar Malharrao Kute Memorial Hospital, Akurdi, Pune, Maharashtra-411035National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Kokilaben Dhirubhai Ambani Hospital, Kopar Khairane, Navi Mumbai, Maharashtra-400710National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds225"
"Lokmanya Hospital, Pradhikaran, Nigdi, Pune, Maharashtra-411044National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
